loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,lr
1.635530948638916,0.35749998688697815,2.0671520233154297,0.29249998927116394,0.0010000000474974513
0.6902218461036682,0.7674999833106995,1.6491758823394775,0.7325000166893005,0.0010000000474974513
0.24603606760501862,0.9243749976158142,1.2649297714233398,0.8650000095367432,0.0010000000474974513
0.135147824883461,0.9624999761581421,0.9730963110923767,0.9424999952316284,0.0010000000474974513
0.08969631791114807,0.971875011920929,0.7024219632148743,0.8974999785423279,0.0010000000474974513
0.05971696972846985,0.9837499856948853,0.5280636548995972,0.8774999976158142,0.0010000000474974513
0.0243162102997303,0.9956250190734863,0.29379788041114807,0.9449999928474426,0.0010000000474974513
0.01694374531507492,0.9975000023841858,0.19656701385974884,0.9524999856948853,0.0010000000474974513
0.011363450437784195,0.9981250166893005,0.1205965131521225,0.9775000214576721,0.0010000000474974513
0.006923260632902384,0.9993749856948853,0.08478807657957077,0.9775000214576721,0.0010000000474974513
0.0072351968847215176,0.9993749856948853,0.09829159080982208,0.9574999809265137,0.0010000000474974513
0.005813560914248228,0.9993749856948853,0.040887895971536636,0.9900000095367432,0.0010000000474974513
0.0029465286061167717,1.0,0.029561037197709084,0.9925000071525574,0.0010000000474974513
0.002385583473369479,1.0,0.03007715940475464,0.9900000095367432,0.0010000000474974513
0.0015642615035176277,1.0,0.023070257157087326,0.9900000095367432,0.0010000000474974513
0.0011454219929873943,1.0,0.02705472521483898,0.9900000095367432,0.0010000000474974513
0.0019015331054106355,1.0,0.02958705462515354,0.9925000071525574,0.0010000000474974513
0.003663224633783102,0.9993749856948853,0.029852723702788353,0.987500011920929,0.0010000000474974513
0.003600192256271839,0.9993749856948853,0.023957956582307816,0.9900000095367432,0.0010000000474974513
0.003856991184875369,0.9993749856948853,0.030236348509788513,0.9775000214576721,0.0010000000474974513
0.0017307375092059374,1.0,0.017574653029441833,0.9925000071525574,0.0010000000474974513
0.004789057187736034,0.9993749856948853,0.03677758574485779,0.9850000143051147,0.0010000000474974513
0.0008833087049424648,1.0,0.01809634082019329,0.9950000047683716,0.0010000000474974513
0.0007321983575820923,1.0,0.016882874071598053,0.9950000047683716,0.0010000000474974513
0.0005441958783194423,1.0,0.015453019179403782,0.9975000023841858,0.0010000000474974513
0.001142769819125533,1.0,0.012827434577047825,0.9975000023841858,0.0010000000474974513
0.0005821292288601398,1.0,0.015909872949123383,0.9975000023841858,0.0010000000474974513
0.000989232910797,1.0,0.031886305660009384,0.9825000166893005,0.0010000000474974513
0.0005129185155965388,1.0,0.03962475806474686,0.9800000190734863,0.0010000000474974513
0.000550155877135694,1.0,0.0208932776004076,0.9925000071525574,0.0010000000474974513
0.00028478039894253016,1.0,0.01959763467311859,0.9925000071525574,0.0010000000474974513
0.0003115608124062419,1.0,0.01795291341841221,0.9950000047683716,0.0010000000474974513
0.00034687056904658675,1.0,0.016796357929706573,0.9975000023841858,0.0010000000474974513
0.0001412540877936408,1.0,0.01652446947991848,0.9975000023841858,0.0010000000474974513
0.004428352229297161,0.9981250166893005,0.03223792463541031,0.987500011920929,0.0010000000474974513
0.08009899407625198,0.9800000190734863,0.9843325614929199,0.7850000262260437,0.0010000000474974513
0.14437568187713623,0.9549999833106995,0.5287504196166992,0.8349999785423279,0.0010000000474974513
0.01474966760724783,0.9962499737739563,0.05574619770050049,0.9825000166893005,0.0010000000474974513
0.0030855447985231876,1.0,0.028695764020085335,0.9925000071525574,0.0010000000474974513
0.002705603139474988,0.9993749856948853,0.024095959961414337,0.9925000071525574,0.0010000000474974513
0.0008895439095795155,1.0,0.02372676134109497,0.9900000095367432,0.0010000000474974513
0.0005738096660934389,1.0,0.012212730944156647,0.9950000047683716,0.0010000000474974513
0.00039813783951103687,1.0,0.011167425662279129,0.9950000047683716,0.0010000000474974513
0.0003559193282853812,1.0,0.01006043516099453,0.9950000047683716,0.0010000000474974513
0.0005080073606222868,1.0,0.007988864555954933,0.9950000047683716,0.0010000000474974513
0.0002085426967823878,1.0,0.008377891033887863,0.9950000047683716,0.0010000000474974513
0.0002861231623683125,1.0,0.010120701976120472,0.9975000023841858,0.0010000000474974513
0.0004237947578076273,1.0,0.011550091207027435,0.9950000047683716,0.0010000000474974513
0.0005604394827969372,1.0,0.008951975032687187,0.9975000023841858,0.0010000000474974513
0.00034968918771483004,1.0,0.007848195731639862,0.9950000047683716,0.0010000000474974513
0.00014952146739233285,1.0,0.008809860795736313,0.9950000047683716,0.0010000000474974513
0.00022486969828605652,1.0,0.009231723845005035,0.9950000047683716,0.0010000000474974513
0.00015084887854754925,1.0,0.0100875124335289,0.9950000047683716,0.0010000000474974513
0.00016555210459046066,1.0,0.00698815006762743,0.9975000023841858,0.0010000000474974513
0.0004997306386940181,1.0,0.010071169584989548,0.9975000023841858,0.0010000000474974513
0.0002627187059260905,1.0,0.010363584384322166,0.9975000023841858,0.0010000000474974513
0.00014971056953072548,1.0,0.005847135558724403,0.9975000023841858,0.0010000000474974513
0.00015050909132696688,1.0,0.007578426040709019,1.0,0.0010000000474974513
0.00010078833292936906,1.0,0.007858239114284515,0.9975000023841858,0.0010000000474974513
6.230949657037854e-05,1.0,0.008222646079957485,0.9950000047683716,0.0010000000474974513
8.101957064354792e-05,1.0,0.008113618940114975,0.9950000047683716,0.0010000000474974513
5.4571821237914264e-05,1.0,0.00781961902976036,0.9975000023841858,0.0010000000474974513
7.332587119890377e-05,1.0,0.00883189495652914,0.9950000047683716,0.0010000000474974513
5.430602323031053e-05,1.0,0.008593502454459667,0.9950000047683716,0.0010000000474974513
0.0012624687515199184,0.9987499713897705,0.02878001518547535,0.9925000071525574,0.0010000000474974513
0.012858934700489044,0.9956250190734863,0.16491025686264038,0.9399999976158142,0.0010000000474974513
0.0348493754863739,0.9893749952316284,0.7680352926254272,0.875,0.0010000000474974513
0.09233655035495758,0.9731249809265137,0.07729389518499374,0.9725000262260437,0.0010000000474974513
0.030070409178733826,0.9937499761581421,0.07080753147602081,0.9800000190734863,0.0010000000474974513
0.023133739829063416,0.9937499761581421,0.04008394852280617,0.9950000047683716,0.0010000000474974513
0.0310529638081789,0.9943749904632568,0.021230405196547508,0.987500011920929,0.0010000000474974513
