loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,lr
1.6641072034835815,0.27812498807907104,1.6036244630813599,0.3824999928474426,0.001
1.5541435480117798,0.41312500834465027,1.5385208129882812,0.3824999928474426,0.001
1.498031497001648,0.4387499988079071,1.4993929862976074,0.4424999952316284,0.001
1.4316672086715698,0.42375001311302185,1.4474835395812988,0.4000000059604645,0.001
1.380977988243103,0.4437499940395355,1.359870195388794,0.5699999928474426,0.001
1.3346105813980103,0.4768750071525574,1.3204723596572876,0.46000000834465027,0.001
1.2778509855270386,0.4818750023841858,1.2972337007522583,0.5450000166893005,0.001
1.2413113117218018,0.5743749737739563,1.2357792854309082,0.47749999165534973,0.001
1.1998090744018555,0.5112500190734863,1.1864514350891113,0.5074999928474426,0.001
1.1441630125045776,0.5868750214576721,1.1652488708496094,0.5425000190734863,0.001
1.10233736038208,0.6206250190734863,1.1449869871139526,0.625,0.001
1.0856722593307495,0.637499988079071,1.109055995941162,0.5099999904632568,0.001
1.0522247552871704,0.5699999928474426,1.0615136623382568,0.5224999785423279,0.001
1.0044444799423218,0.5818750262260437,1.0062384605407715,0.7124999761581421,0.001
0.9710545539855957,0.7181249856948853,1.0061966180801392,0.6000000238418579,0.001
0.963162899017334,0.6856250166893005,0.9496484398841858,0.6575000286102295,0.001
0.9021139740943909,0.6918749809265137,0.9391931891441345,0.5924999713897705,0.001
0.8897925615310669,0.6499999761581421,0.9000266194343567,0.7225000262260437,0.001
0.8487820625305176,0.7350000143051147,0.8681625127792358,0.7124999761581421,0.001
0.8084447383880615,0.7300000190734863,0.8468517065048218,0.7149999737739563,0.001
0.7280729413032532,0.7631250023841858,0.7627857327461243,0.7325000166893005,0.001
0.695445716381073,0.7568749785423279,0.7301347255706787,0.7549999952316284,0.001
0.6577380895614624,0.765625,0.6723480224609375,0.737500011920929,0.001
0.8199290633201599,0.7037500143051147,1.1185321807861328,0.6974999904632568,0.001
0.8923032283782959,0.7543749809265137,0.6069687008857727,0.800000011920929,0.001
0.5449161529541016,0.8149999976158142,0.5692257285118103,0.8100000023841858,0.001
0.5207098722457886,0.8193749785423279,0.5866045951843262,0.7900000214576721,0.001
0.49846282601356506,0.8368750214576721,0.5308079719543457,0.8224999904632568,0.001
0.5254610180854797,0.8306249976158142,0.5882216095924377,0.7950000166893005,0.001
0.5641441941261292,0.8087499737739563,0.5163002610206604,0.8374999761581421,0.001
0.5054590702056885,0.8374999761581421,0.49380847811698914,0.8374999761581421,0.001
0.43734171986579895,0.8693749904632568,0.490473210811615,0.8399999737739563,0.001
0.4171089231967926,0.8787500262260437,0.5271260738372803,0.8174999952316284,0.001
0.4266577661037445,0.8587499856948853,0.4914875030517578,0.8199999928474426,0.001
0.39268141984939575,0.862500011920929,0.4372293949127197,0.8399999737739563,0.001
0.3631778061389923,0.878125011920929,0.4677763879299164,0.8349999785423279,0.001
0.37524178624153137,0.8756250143051147,0.42490193247795105,0.8525000214576721,0.001
0.40248656272888184,0.8799999952316284,0.46890774369239807,0.8424999713897705,0.001
